epoch,loss
1,0.5100845098495483
2,0.369070440530777
3,0.3343566954135895
4,0.3139801621437073
5,0.2989921271800995
6,0.28718122839927673
7,0.28016623854637146
8,0.27047672867774963
9,0.2648363411426544
10,0.2576911747455597
