epoch,loss,accuracy
1,0.6258404850959778,0.7824666500091553
2,0.4105076789855957,0.8579999804496765
3,0.3567124903202057,0.8761166930198669
4,0.3253845274448395,0.8852166533470154
5,0.3045598268508911,0.8920666575431824
6,0.2870035469532013,0.8990499973297119
7,0.27505022287368774,0.9029833078384399
8,0.260230153799057,0.9061166644096375
9,0.25151464343070984,0.9093999862670898
10,0.2412073314189911,0.9119166731834412
